"Index","Artist","ArtistSlug","Title","Year","Width","Height","Megapixels","HighResUrl","LocalFileName","FileSizeBytes"
"97","Edvard Munch","edvard-munch","Vampire II","1902","800","563","0.45","https://uploads8.wikiart.org/images/edvard-munch/vampire-ii-1902.jpg","0097_Vampire_II_800x563.jpg","110318"
"98","Edvard Munch","edvard-munch","Women on the Bridge","1902","1734","1548","2.68","https://uploads8.wikiart.org/images/edvard-munch/women-on-the-bridge-1902.jpg","0098_Women_on_the_Bridge_1734x1548.jpg","406994"
"99","Edvard Munch","edvard-munch","Forest","1903","1157","1137","1.32","https://uploads4.wikiart.org/images/edvard-munch/forest-1903.jpg","0099_Forest_1157x1137.jpg","269469"
"100","Edvard Munch","edvard-munch","Four girls in Arsgardstrand","1903","1721","1369","2.36","https://uploads7.wikiart.org/images/edvard-munch/four-girls-in-arsgardstrand-1903.jpg","0100_Four_girls_in_Arsgardstrand_1721x1369.jpg","409568"
"101","Edvard Munch","edvard-munch","Self-Portrait in Hell","1903","496","600","0.3","https://uploads1.wikiart.org/images/edvard-munch/self-portrait-in-hell-1903.jpg","0101_Self-Portrait_in_Hell_496x600.jpg","45191"
"102","Edvard Munch","edvard-munch","The Four Sons of Dr. Linde","1903","1734","1355","2.35","https://uploads5.wikiart.org/images/edvard-munch/the-four-sons-of-dr-linde-1903.jpg","0102_The_Four_Sons_of_Dr._Linde_1734x1355.jpg","302875"
"103","Edvard Munch","edvard-munch","The Ladies on the Bridge","1903","1721","1500","2.58","https://uploads4.wikiart.org/images/edvard-munch/the-ladies-on-the-bridge-1903.jpg","0103_The_Ladies_on_the_Bridge_1721x1500.jpg","502552"
"104","Edvard Munch","edvard-munch","Three Girls on the Jetty","1903","708","800","0.57","https://uploads4.wikiart.org/images/edvard-munch/three-girls-on-the-jetty-1903.jpg","0104_Three_Girls_on_the_Jetty_708x800.jpg","158554"
"105","Edvard Munch","edvard-munch","Harry Graf Kessler","1904","980","1161","1.14","https://uploads7.wikiart.org/images/edvard-munch/harry-graf-kessler-1904.jpg","0105_Harry_Graf_Kessler_980x1161.jpg","240237"
"106","Edvard Munch","edvard-munch","Self-Portrait with Brushes","1904","1155","2516","2.91","https://uploads6.wikiart.org/images/edvard-munch/self-portrait-with-brushes-1904.jpg","0106_Self-Portrait_with_Brushes_1155x2516.jpg","336972"
"107","Edvard Munch","edvard-munch","Trees on the Shore","1904","1741","940","1.64","https://uploads7.wikiart.org/images/edvard-munch/trees-on-the-shore-1904.jpg","0107_Trees_on_the_Shore_1741x940.jpg","241844"
"108","Edvard Munch","edvard-munch","Summer Night at Aasgaardstrand","1904","800","772","0.62","https://uploads5.wikiart.org/images/edvard-munch/summer-night-at-aasgaardstrand.jpg","0108_Summer_Night_at_Aasgaardstrand_800x772.jpg","145907"
"109","Edvard Munch","edvard-munch","Edvard Munch - Garden in Taarbaek","1905","1444","2375","3.43","https://uploads7.wikiart.org/00379/images/edvard-munch/edvard-munch-garden-in-taarbaek-1905-1.jpg","0109_Edvard_Munch_-_Garden_in_Taarbaek_1444x2375.jpg","720977"
"110","Edvard Munch","edvard-munch","Christmas in the Brothel","1905","800","541","0.43","https://uploads4.wikiart.org/images/edvard-munch/christmas-in-the-brothel-1905.jpg","0110_Christmas_in_the_Brothel_800x541.jpg","101752"
"111","Edvard Munch","edvard-munch","From Thuringewald","1905","1705","1330","2.27","https://uploads6.wikiart.org/images/edvard-munch/from-thuringewald-1905.jpg","0111_From_Thuringewald_1705x1330.jpg","512054"
"112","Edvard Munch","edvard-munch","Ludvig Karsten","1905","973","2118","2.06","https://uploads3.wikiart.org/images/edvard-munch/ludvig-karsten-1905.jpg","0112_Ludvig_Karsten_973x2118.jpg","277415"
"113","Edvard Munch","edvard-munch","Man and Woman I","1905","1144","876","1","https://uploads4.wikiart.org/images/edvard-munch/man-and-woman-i-1905.jpg","0113_Man_and_Woman_I_1144x876.jpg","214795"
"114","Edvard Munch","edvard-munch","Berlin Girl","1906","467","561","0.26","https://uploads0.wikiart.org/images/edvard-munch/berlin-girl-1906.jpg","0114_Berlin_Girl_467x561.jpg","39986"
"115","Edvard Munch","edvard-munch","Count Harry Kessler","1906","323","800","0.26","https://uploads8.wikiart.org/images/edvard-munch/count-harry-kessler-1906.jpg","0115_Count_Harry_Kessler_323x800.jpg","77725"
"116","Edvard Munch","edvard-munch","Friedrich Nietzsche","1906","454","566","0.26","https://uploads2.wikiart.org/images/edvard-munch/friedrich-nietzsche-1906(1).jpg","0116_Friedrich_Nietzsche_454x566.jpg","33714"
"117","Edvard Munch","edvard-munch","Self-portrait with bottle of wine","1906","800","722","0.58","https://uploads4.wikiart.org/images/edvard-munch/self-portrait-with-bottle-of-wine-1906.jpg","0117_Self-portrait_with_bottle_of_wine_800x722.jpg","144160"
"118","Edvard Munch","edvard-munch","Snow Falling in the Lane","1906","800","637","0.51","https://uploads4.wikiart.org/images/edvard-munch/snow-falling-in-the-lane-1906.jpg","0118_Snow_Falling_in_the_Lane_800x637.jpg","127636"
"119","Edvard Munch","edvard-munch","The Murderess","1906","1714","1141","1.96","https://uploads2.wikiart.org/images/edvard-munch/the-murderess-1906.jpg","0119_The_Murderess_1714x1141.jpg","398119"
"120","Edvard Munch","edvard-munch","The Village Street","1906","800","752","0.6","https://uploads7.wikiart.org/images/edvard-munch/the-village-street-1906.jpg","0120_The_Village_Street_800x752.jpg","164357"
"121","Edvard Munch","edvard-munch","Rosa Meissner","1907","809","1000","0.81","https://uploads8.wikiart.org/00391/images/edvard-munch/edvard-munch-rosa-meissner.jpeg","0121_Rosa_Meissner_809x1000.jpeg","481970"
"122","Edvard Munch","edvard-munch","The Sick Child (later)","1907","512","498","0.25","https://uploads3.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg","0122_The_Sick_Child_(later)_512x498.jpg","47684"
"123","Edvard Munch","edvard-munch","Bathing Men","1907","1721","1548","2.66","https://uploads0.wikiart.org/images/edvard-munch/bathing-men-1907.jpg","0123_Bathing_Men_1721x1548.jpg","504484"
"124","Edvard Munch","edvard-munch","Brothel Scene. Zum sussen Madel","1907","1422","926","1.32","https://uploads1.wikiart.org/images/edvard-munch/brothel-scene-zum-sussen-madel-1907.jpg","0124_Brothel_Scene._Zum_sussen_Madel_1422x926.jpg","244433"
"125","Edvard Munch","edvard-munch","Couple on the Shore (from the Reinhardt Frieze)","1907","800","467","0.37","https://uploads7.wikiart.org/images/edvard-munch/couple-on-the-shore-from-the-reinhardt-frieze-1907.jpg","0125_Couple_on_the_Shore_(from_the_Reinhardt_800x467.jpg","96922"
"126","Edvard Munch","edvard-munch","Cupid and Psyche","1907","463","600","0.28","https://uploads5.wikiart.org/images/edvard-munch/cupid-and-psyche-1907.jpg","0126_Cupid_and_Psyche_463x600.jpg","58179"
"127","Edvard Munch","edvard-munch","Death of Marat I","1907","1728","1301","2.25","https://uploads5.wikiart.org/images/edvard-munch/death-of-marat-i-1907.jpg","0127_Death_of_Marat_I_1728x1301.jpg","378268"
"128","Edvard Munch","edvard-munch","Jealousy. From the series The Green Room","1907","1426","1088","1.55","https://uploads1.wikiart.org/images/edvard-munch/jealousy-from-the-series-the-green-room-1907.jpg","0128_Jealousy._From_the_series_The_Green_Room_1426x1088.jpg","160871"
"129","Edvard Munch","edvard-munch","Lübeck Harbour with the Holstentor","1907","800","514","0.41","https://uploads5.wikiart.org/images/edvard-munch/lübeck-harbour-with-the-holstentor-1907.jpg","0129_Lübeck_Harbour_with_the_Holstentor_800x514.jpg","115947"
